,RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30,2022-10-31,2022-11-30,2022-12-31,2023-01-31,2023-02-28,2023-03-31,2023-04-30,2023-05-31,latitude,longitude
331,394588,342,"Farmington, NM",msa,NM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,23.0,9.0,8.0,16.0,27.0,8.0,5.0,6.0,5.0,36.7291152,-108.205445
332,395120,343,"St. Joseph, MO",msa,MO,94.0,40.0,48.0,47.0,11.0,36.0,27.0,33.0,40.0,33.0,40.0,39.0,73.0,59.0,38.0,24.0,14.0,16.0,12.0,24.0,40.0,25.0,33.0,44.0,67.0,42.0,29.0,25.0,15.0,13.0,13.0,10.0,11.0,13.0,19.0,15.0,35.0,16.0,7.0,4.0,5.0,6.0,6.0,12.0,12.0,14.0,14.0,17.0,25.0,9.0,5.0,4.0,4.0,7.0,9.0,14.0,17.0,9.0,15.0,22.0,14.0,19.0,6.0,4.0,5.0,39.7686055,-94.8466322
333,395054,344,"San Angelo, TX",msa,TX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,7.0,6.0,6.0,8.0,11.0,11.0,21.0,20.0,21.0,29.0,36.0,30.0,42.0,20.0,14.0,14.0,31.4649685,-100.4405094
334,395218,345,"Wenatchee, WA",msa,WA,66.0,30.0,14.0,8.0,13.0,18.0,17.0,15.0,32.0,31.0,36.0,46.0,41.0,24.0,18.0,13.0,13.0,13.0,21.0,26.0,25.0,26.0,36.0,48.0,52.0,26.0,8.0,19.0,10.0,16.0,11.0,9.0,9.0,8.0,9.0,9.0,8.0,7.0,6.0,7.0,7.0,7.0,8.0,9.0,11.0,11.0,20.0,32.0,31.0,12.0,7.0,7.0,8.0,12.0,18.0,15.0,34.0,22.0,40.0,37.0,73.0,36.0,11.0,11.0,12.0,47.4234599,-120.310349
335,394949,346,"Owensboro, KY",msa,KY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,6.0,5.0,6.0,6.0,7.0,12.0,29.0,9.0,10.0,8.0,7.0,5.0,6.0,7.0,9.0,12.0,15.0,13.0,24.0,22.0,41.0,34.0,26.0,20.0,14.0,7.0,37.7742152,-87.1133304
336,753890,347,"Holland, MI",msa,MI,73.0,59.0,20.0,11.0,8.0,14.0,24.0,17.0,31.0,24.0,42.0,58.0,60.0,33.0,21.0,14.0,7.0,13.0,32.0,16.0,27.0,40.0,49.0,70.0,82.0,23.0,18.0,23.0,44.0,27.0,11.0,10.0,11.0,9.0,9.0,7.0,8.0,6.0,6.0,5.0,6.0,6.0,7.0,7.0,9.0,8.0,9.0,7.0,8.0,6.0,5.0,6.0,7.0,7.0,8.0,7.0,14.0,8.0,12.0,,10.0,10.0,6.0,5.0,6.0,42.7876022,-86.1090828
337,394810,348,"Lumberton, NC",msa,NC,,,,,,,,,,,,,,,,,,,,,,,,,59.0,73.0,48.0,63.0,25.0,21.0,18.0,48.0,15.0,20.0,20.0,18.0,18.0,24.0,17.0,16.0,7.0,18.0,8.0,18.0,13.0,20.0,12.0,16.0,8.0,12.0,9.0,8.0,8.0,7.0,20.0,31.0,27.0,24.0,57.0,19.0,37.0,28.0,10.0,8.0,10.0,34.6183433,-79.0083993
338,394778,349,"Lawrence, KS",msa,KS,39.0,13.0,8.0,9.0,9.0,10.0,18.0,24.0,32.0,29.0,35.0,40.0,42.0,15.0,8.0,11.0,9.0,12.0,20.0,28.0,20.0,30.0,31.0,33.0,30.0,10.0,6.0,8.0,8.0,10.0,8.0,5.0,13.0,7.0,10.0,13.0,7.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,7.0,6.0,7.0,9.0,6.0,4.0,4.0,4.0,4.0,6.0,7.0,16.0,8.0,11.0,12.0,16.0,10.0,6.0,4.0,3.0,5.0,38.9719384,-95.2359496
339,394635,350,"Goldsboro, NC",msa,NC,93.0,75.0,39.0,39.0,41.0,14.0,24.0,25.0,43.0,60.0,67.0,91.0,74.0,28.0,33.0,26.0,38.0,27.0,33.0,16.0,37.0,19.0,39.0,43.0,20.0,23.0,11.0,21.0,15.0,9.0,7.0,6.0,6.0,5.0,7.0,10.0,6.0,3.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,5.0,6.0,6.0,5.0,5.0,4.0,6.0,6.0,6.0,7.0,8.0,8.0,15.0,21.0,7.0,8.0,10.0,5.0,6.0,35.3848841,-77.9927651
340,395213,351,"Watertown, NY",msa,NY,100.0,124.0,156.0,92.0,78.0,51.0,66.0,91.0,91.0,117.0,117.0,90.0,123.0,174.0,163.0,82.0,66.0,48.0,68.0,75.0,100.0,77.0,100.0,101.0,104.0,75.0,85.0,109.0,57.0,29.0,39.0,42.0,42.0,33.0,47.0,32.0,49.0,31.0,11.0,6.0,8.0,8.0,14.0,21.0,20.0,26.0,28.0,26.0,16.0,20.0,8.0,7.0,6.0,8.0,13.0,11.0,23.0,34.0,32.0,58.0,68.0,18.0,8.0,8.0,7.0,43.9747838,-75.9107565
341,395089,352,"Sheboygan, WI",msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,43.7128967,-87.9370433
342,395217,353,"Weirton, WV",msa,OH,90.0,124.0,95.0,58.0,48.0,51.0,63.0,65.0,49.0,62.0,85.0,58.0,81.0,70.0,41.0,68.0,37.0,46.0,65.0,48.0,60.0,79.0,67.0,67.0,103.0,82.0,64.0,61.0,47.0,29.0,39.0,29.0,39.0,18.0,31.0,52.0,69.0,32.0,15.0,9.0,7.0,8.0,11.0,19.0,12.0,10.0,18.0,30.0,27.0,17.0,8.0,8.0,7.0,7.0,13.0,12.0,15.0,14.0,19.0,27.0,49.0,39.0,13.0,11.0,13.0,40.4189566,-80.5895167
343,394867,354,"Missoula, MT",msa,MT,,,,,,,,,,,,,,,,33.0,26.0,28.0,40.0,31.0,34.0,52.0,52.0,47.0,54.0,23.0,25.0,21.0,6.0,21.0,20.0,16.0,28.0,8.0,15.0,5.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,8.0,14.0,11.0,7.0,7.0,6.0,6.0,7.0,8.0,12.0,12.0,18.0,20.0,14.0,,22.0,8.0,8.0,7.0,12.0,46.8701049,-113.995267
344,395237,355,"Wooster, OH",msa,OH,77.0,59.0,35.0,43.0,34.0,33.0,26.0,33.0,41.0,42.0,51.0,65.0,47.0,78.0,43.0,32.0,32.0,28.0,44.0,32.0,34.0,36.0,40.0,42.0,51.0,54.0,15.0,14.0,15.0,17.0,19.0,10.0,21.0,15.0,19.0,27.0,24.0,10.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,9.0,8.0,11.0,9.0,7.0,4.0,5.0,5.0,7.0,9.0,9.0,7.0,7.0,,20.0,28.0,12.0,15.0,7.0,6.0,40.7980976,-81.9397733
345,394407,356,"Bozeman, MT",msa,MT,36.0,31.0,14.0,10.0,9.0,10.0,19.0,21.0,35.0,32.0,56.0,67.0,64.0,19.0,21.0,16.0,13.0,17.0,20.0,29.0,30.0,40.0,53.0,76.0,73.0,27.0,13.0,17.0,12.0,11.0,13.0,8.0,12.0,7.0,6.0,6.0,14.0,5.0,8.0,5.0,5.0,6.0,7.0,7.0,10.0,13.0,11.0,6.0,4.0,4.0,4.0,4.0,6.0,9.0,17.0,29.0,39.0,23.0,42.0,,51.0,20.0,15.0,7.0,5.0,45.6794293,-111.044047
346,394333,357,"Anniston, AL",msa,AL,96.0,29.0,58.0,53.0,30.0,33.0,29.0,36.0,43.0,49.0,97.0,103.0,75.0,63.0,27.0,31.0,30.0,28.0,13.0,23.0,25.0,39.0,38.0,22.0,43.0,47.0,38.0,18.0,37.0,22.0,20.0,28.0,16.0,17.0,11.0,16.0,9.0,14.0,10.0,6.0,8.0,6.0,9.0,8.0,8.0,11.0,11.0,18.0,14.0,12.0,8.0,10.0,7.0,8.0,13.0,15.0,17.0,19.0,27.0,28.0,36.0,29.0,23.0,12.0,9.0,33.6624824,-85.8283224
347,394374,358,"Beckley, WV",msa,WV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.0,29.0,39.0,16.0,14.0,14.0,25.0,13.0,16.0,18.0,26.0,10.0,7.0,8.0,8.0,7.0,13.0,16.0,22.0,12.0,13.0,24.0,24.0,19.0,17.0,9.0,11.0,37.7781702,-81.1881557
348,395225,359,"Williamsport, PA",msa,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,11.0,41.2493292,-77.0027671
349,394423,360,"Brunswick, GA",msa,GA,95.0,39.0,33.0,47.0,56.0,69.0,54.0,93.0,68.0,62.0,69.0,102.0,84.0,74.0,62.0,56.0,45.0,65.0,84.0,83.0,82.0,83.0,62.0,71.0,87.0,69.0,63.0,66.0,87.0,92.0,64.0,83.0,37.0,53.0,52.0,28.0,45.0,26.0,32.0,31.0,11.0,9.0,8.0,8.0,10.0,9.0,9.0,18.0,17.0,6.0,9.0,6.0,5.0,7.0,10.0,16.0,17.0,17.0,27.0,24.0,37.0,20.0,12.0,15.0,13.0,31.1499528,-81.4914894
350,395173,361,"Twin Falls, ID",msa,ID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,5.0,6.0,6.0,7.0,8.0,9.0,12.0,8.0,6.0,7.0,6.0,6.0,6.0,8.0,11.0,14.0,25.0,28.0,27.0,32.0,44.0,44.0,29.0,36.0,22.0,14.0,42.5704456,-114.4602554
351,753872,361,"California, MD",msa,MD,83.0,81.0,74.0,35.0,34.0,27.0,39.0,31.0,25.0,39.0,44.0,67.0,56.0,33.0,25.0,16.0,20.0,26.0,28.0,32.0,34.0,33.0,28.0,33.0,41.0,15.0,8.0,8.0,14.0,11.0,7.0,6.0,9.0,7.0,7.0,9.0,7.0,6.0,4.0,6.0,5.0,7.0,8.0,8.0,9.0,11.0,9.0,10.0,6.0,5.0,4.0,6.0,5.0,9.0,11.0,12.0,13.0,19.0,21.0,,15.0,11.0,6.0,7.0,6.0,,
352,394495,363,"Cookeville, TN",msa,TN,,,,,,,,,,,,,,,,,,,,,,,,,,52.0,14.0,17.0,17.0,18.0,20.0,11.0,8.0,7.0,14.0,12.0,18.0,9.0,8.0,6.0,8.0,13.0,9.0,11.0,21.0,15.0,17.0,22.0,22.0,12.0,8.0,12.0,10.0,11.0,15.0,16.0,19.0,17.0,25.0,52.0,63.0,36.0,24.0,16.0,14.0,36.1623886,-85.4997057
353,394893,364,"Muncie, IN",msa,IN,,,,,,,,,,,,58.0,90.0,46.0,17.0,13.0,27.0,19.0,16.0,40.0,76.0,29.0,82.0,89.0,85.0,43.0,7.0,25.0,25.0,9.0,8.0,6.0,14.0,10.0,12.0,34.0,20.0,16.0,5.0,4.0,5.0,5.0,6.0,5.0,8.0,8.0,8.0,11.0,18.0,7.0,5.0,4.0,4.0,6.0,8.0,8.0,10.0,11.0,16.0,25.0,21.0,7.0,7.0,4.0,5.0,40.1936892,-85.3865271
354,394857,365,"Michigan City, IN",msa,IN,52.0,29.0,17.0,15.0,6.0,19.0,19.0,18.0,15.0,23.0,27.0,29.0,54.0,30.0,33.0,19.0,11.0,12.0,16.0,16.0,22.0,17.0,30.0,40.0,27.0,44.0,14.0,18.0,15.0,13.0,9.0,6.0,9.0,7.0,9.0,13.0,10.0,9.0,4.0,5.0,5.0,6.0,6.0,7.0,11.0,10.0,12.0,17.0,17.0,13.0,5.0,6.0,6.0,6.0,8.0,11.0,12.0,15.0,18.0,28.0,33.0,17.0,12.0,11.0,7.0,41.7075394,-86.8950297
355,395039,366,"Roseburg, OR",msa,OR,58.0,28.0,27.0,22.0,29.0,22.0,18.0,30.0,38.0,41.0,49.0,42.0,42.0,24.0,48.0,20.0,15.0,22.0,28.0,20.0,29.0,39.0,28.0,64.0,48.0,32.0,15.0,17.0,17.0,11.0,18.0,14.0,16.0,9.0,11.0,12.0,12.0,9.0,9.0,6.0,6.0,7.0,10.0,8.0,10.0,16.0,23.0,26.0,12.0,8.0,7.0,8.0,14.0,15.0,23.0,26.0,29.0,24.0,39.0,36.0,42.0,18.0,32.0,30.0,12.0,43.216505,-123.3417381
356,394788,367,"Lewiston, ME",msa,ME,,,,,,,,,,,,,,,,,,,,,,,,,38.0,17.0,7.0,13.0,9.0,7.0,10.0,9.0,21.0,11.0,14.0,11.0,29.0,7.0,7.0,6.0,6.0,14.0,7.0,7.0,8.0,8.0,7.0,8.0,9.0,6.0,5.0,5.0,6.0,7.0,7.0,6.0,7.0,12.0,8.0,13.0,7.0,7.0,6.0,5.0,6.0,44.100351,-70.2147764
357,394804,368,"Longview, WA",msa,WA,34.0,13.0,7.0,6.0,7.0,8.0,10.0,14.0,16.0,27.0,20.0,37.0,30.0,18.0,8.0,8.0,6.0,10.0,14.0,14.0,16.0,13.0,22.0,26.0,15.0,7.0,6.0,11.0,7.0,7.0,6.0,6.0,7.0,8.0,7.0,7.0,5.0,4.0,5.0,6.0,5.0,7.0,7.0,8.0,7.0,11.0,10.0,12.0,5.0,5.0,6.0,6.0,7.0,9.0,14.0,15.0,18.0,19.0,23.0,43.0,37.0,38.0,7.0,10.0,6.0,46.1377048,-122.934462
358,394932,369,"Ogdensburg, NY",msa,NY,,,,,,,,,,,,,165.0,155.0,124.0,126.0,78.0,40.0,68.0,95.0,100.0,81.0,97.0,119.0,128.0,139.0,161.0,105.0,72.0,31.0,35.0,59.0,65.0,44.0,73.0,92.0,83.0,139.0,51.0,36.0,14.0,19.0,27.0,34.0,36.0,31.0,32.0,43.0,45.0,57.0,54.0,9.0,15.0,15.0,12.0,18.0,20.0,25.0,36.0,70.0,75.0,96.0,73.0,23.0,14.0,44.694285,-75.486374
359,394734,370,"Kankakee, IL",msa,IL,72.0,62.0,30.0,18.0,16.0,22.0,32.0,22.0,42.0,22.0,41.0,54.0,76.0,57.0,28.0,18.0,19.0,17.0,25.0,26.0,27.0,28.0,31.0,34.0,47.0,37.0,13.0,19.0,14.0,16.0,10.0,12.0,10.0,13.0,21.0,18.0,16.0,18.0,9.0,6.0,6.0,8.0,8.0,9.0,9.0,11.0,13.0,16.0,27.0,10.0,10.0,6.0,6.0,8.0,11.0,17.0,18.0,11.0,24.0,24.0,40.0,15.0,13.0,10.0,11.0,41.1253903,-87.848682
360,394396,371,"Bluefield, WV",msa,VA,95.0,94.0,104.0,58.0,73.0,76.0,49.0,76.0,54.0,91.0,118.0,109.0,162.0,108.0,130.0,90.0,35.0,90.0,54.0,89.0,97.0,94.0,80.0,80.0,121.0,91.0,91.0,119.0,89.0,54.0,78.0,41.0,29.0,21.0,39.0,79.0,71.0,49.0,28.0,20.0,10.0,21.0,20.0,27.0,16.0,44.0,19.0,38.0,34.0,11.0,25.0,11.0,8.0,17.0,15.0,13.0,8.0,23.0,18.0,34.0,60.0,23.0,8.0,6.0,15.0,37.2698395,-81.2223195
361,395095,372,"Show Low, AZ",msa,AZ,92.0,39.0,42.0,45.0,81.0,30.0,68.0,52.0,47.0,66.0,66.0,49.0,95.0,119.0,45.0,23.0,25.0,29.0,38.0,38.0,45.0,45.0,75.0,76.0,79.0,40.0,40.0,39.0,28.0,23.0,33.0,22.0,12.0,14.0,11.0,21.0,9.0,22.0,5.0,8.0,9.0,8.0,8.0,17.0,12.0,19.0,18.0,14.0,29.0,9.0,8.0,11.0,8.0,18.0,21.0,35.0,42.0,34.0,31.0,47.0,54.0,70.0,29.0,17.0,20.0,34.2542084,-110.029832
362,395023,373,"Richmond, KY",msa,KY,56.0,35.0,32.0,21.0,13.0,16.0,20.0,17.0,33.0,20.0,39.0,48.0,40.0,47.0,23.0,27.0,13.0,16.0,23.0,19.0,26.0,25.0,51.0,49.0,43.0,32.0,23.0,17.0,34.0,9.0,8.0,8.0,9.0,14.0,11.0,13.0,14.0,11.0,4.0,3.0,5.0,5.0,6.0,7.0,9.0,9.0,14.0,24.0,12.0,8.0,5.0,5.0,6.0,7.0,10.0,10.0,11.0,16.0,20.0,20.0,35.0,27.0,11.0,7.0,9.0,37.7478572,-84.2946539
363,395168,374,"Tullahoma, TN",msa,TN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,6.0,5.0,4.0,6.0,5.0,6.0,7.0,7.0,8.0,10.0,15.0,14.0,5.0,5.0,6.0,5.0,7.0,10.0,10.0,14.0,14.0,25.0,46.0,39.0,31.0,22.0,12.0,9.0,35.3620235,-86.2094342
364,395222,375,"Whitewater, WI",msa,WI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,20.0,38.0,37.0,52.0,42.0,48.0,66.0,49.0,43.0,29.0,14.0,26.0,21.0,28.0,28.0,18.0,26.0,36.0,55.0,46.0,28.0,22.0,40.0,29.0,42.8336422,-88.7292679
365,394709,376,"Ithaca, NY",msa,NY,43.0,26.0,12.0,12.0,12.0,22.0,22.0,36.0,77.0,42.0,76.0,66.0,41.0,13.0,11.0,14.0,15.0,32.0,33.0,43.0,44.0,59.0,33.0,42.0,97.0,15.0,12.0,38.0,20.0,8.0,15.0,28.0,29.0,26.0,12.0,29.0,42.0,8.0,7.0,8.0,8.0,9.0,8.0,11.0,12.0,10.0,9.0,12.0,8.0,8.0,8.0,8.0,8.0,9.0,13.0,12.0,9.0,13.0,13.0,8.0,9.0,8.0,9.0,8.0,9.0,42.4396039,-76.4968019
366,394637,377,"Grand Forks, ND",msa,MN,97.0,100.0,46.0,33.0,24.0,28.0,49.0,55.0,55.0,67.0,84.0,105.0,134.0,104.0,50.0,48.0,57.0,46.0,43.0,56.0,72.0,68.0,91.0,69.0,129.0,139.0,51.0,50.0,32.0,30.0,35.0,33.0,50.0,34.0,42.0,47.0,30.0,76.0,25.0,14.0,9.0,13.0,17.0,17.0,17.0,23.0,23.0,32.0,19.0,14.0,8.0,9.0,10.0,8.0,19.0,21.0,17.0,21.0,27.0,46.0,83.0,71.0,32.0,14.0,15.0,47.9078244,-97.0592028
367,394524,378,"Decatur, IL",msa,IL,102.0,83.0,67.0,57.0,54.0,39.0,40.0,57.0,60.0,48.0,92.0,86.0,95.0,103.0,115.0,53.0,28.0,28.0,28.0,43.0,74.0,55.0,55.0,118.0,108.0,77.0,44.0,53.0,41.0,44.0,35.0,32.0,32.0,33.0,34.0,44.0,43.0,30.0,11.0,6.0,8.0,6.0,9.0,6.0,11.0,20.0,13.0,18.0,12.0,10.0,6.0,6.0,5.0,11.0,10.0,11.0,10.0,12.0,20.0,25.0,18.0,15.0,6.0,6.0,6.0,39.8454163,-88.9524151
368,394762,379,"LaGrange, GA",msa,GA,56.0,33.0,35.0,31.0,29.0,19.0,40.0,40.0,29.0,48.0,46.0,37.0,44.0,65.0,41.0,31.0,33.0,39.0,19.0,33.0,28.0,35.0,30.0,65.0,60.0,18.0,14.0,16.0,22.0,20.0,16.0,9.0,11.0,14.0,14.0,20.0,12.0,8.0,8.0,6.0,8.0,5.0,7.0,9.0,13.0,9.0,12.0,13.0,8.0,9.0,7.0,7.0,7.0,11.0,9.0,12.0,11.0,9.0,14.0,18.0,30.0,9.0,12.0,8.0,8.0,33.039291,-85.0313269
369,394369,380,"Bay City, MI",msa,MI,80.0,76.0,57.0,35.0,19.0,21.0,29.0,24.0,37.0,31.0,39.0,56.0,56.0,70.0,50.0,16.0,16.0,17.0,15.0,23.0,18.0,19.0,30.0,66.0,72.0,40.0,25.0,33.0,8.0,10.0,9.0,6.0,8.0,10.0,14.0,9.0,7.0,9.0,6.0,6.0,6.0,7.0,12.0,18.0,24.0,23.0,18.0,27.0,40.0,17.0,14.0,8.0,7.0,11.0,14.0,17.0,11.0,19.0,14.0,34.0,19.0,22.0,9.0,7.0,6.0,43.5944677,-83.8888648
370,394630,382,"Gettysburg, PA",msa,PA,41.0,66.0,32.0,28.0,35.0,27.0,25.0,42.0,38.0,35.0,45.0,52.0,35.0,36.0,48.0,12.0,21.0,34.0,28.0,44.0,41.0,29.0,49.0,56.0,46.0,28.0,21.0,39.0,44.0,12.0,9.0,12.0,25.0,7.0,8.0,16.0,8.0,6.0,6.0,5.0,5.0,7.0,6.0,7.0,8.0,6.0,8.0,18.0,6.0,5.0,5.0,5.0,5.0,6.0,8.0,7.0,12.0,7.0,17.0,11.0,19.0,12.0,5.0,7.0,6.0,39.8308973,-77.231012
371,394620,383,"Gadsden, AL",msa,AL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,35.0,27.0,12.0,6.0,5.0,10.0,7.0,14.0,13.0,18.0,13.0,18.0,31.0,6.0,12.0,8.0,8.0,11.0,14.0,17.0,18.0,21.0,20.0,53.0,23.0,22.0,19.0,14.0,7.0,34.010929,-85.9989596
372,394733,384,"Kalispell, MT",msa,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,48.202158,-114.315321
373,394518,385,"Danville, VA",msa,VA,,,,,,,,,,,,,66.0,133.0,91.0,57.0,41.0,68.0,63.0,79.0,52.0,49.0,38.0,98.0,85.0,56.0,38.0,75.0,18.0,47.0,54.0,39.0,35.0,29.0,39.0,54.0,20.0,22.0,8.0,10.0,8.0,15.0,8.0,15.0,9.0,12.0,11.0,15.0,22.0,7.0,9.0,9.0,8.0,7.0,13.0,12.0,8.0,24.0,18.0,13.0,12.0,10.0,8.0,16.0,11.0,36.5859718,-79.3950228
374,394823,386,"Mankato, MN",msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,14.0,9.0,11.0,13.0,8.0,15.0,8.0,14.0,16.0,14.0,11.0,7.0,7.0,7.0,7.0,9.0,15.0,15.0,12.0,20.0,40.0,46.0,13.0,7.0,8.0,8.0,44.1634663,-93.9993505
375,394794,387,"Lima, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,38.0,28.0,18.0,26.0,13.0,21.0,23.0,34.0,29.0,27.0,20.0,7.0,6.0,8.0,7.0,7.0,11.0,15.0,13.0,21.0,25.0,88.0,8.0,7.0,7.0,6.0,7.0,9.0,9.0,10.0,14.0,13.0,21.0,24.0,26.0,15.0,8.0,16.0,40.7399785,-84.105006
376,753915,388,"Salem, OH",msa,OH,93.0,92.0,83.0,61.0,55.0,54.0,59.0,68.0,65.0,77.0,102.0,65.0,82.0,89.0,123.0,54.0,52.0,44.0,60.0,55.0,75.0,62.0,75.0,66.0,77.0,77.0,66.0,43.0,51.0,43.0,49.0,39.0,42.0,50.0,41.0,52.0,45.0,14.0,11.0,6.0,5.0,11.0,9.0,12.0,10.0,11.0,17.0,13.0,32.0,9.0,7.0,8.0,6.0,8.0,14.0,16.0,20.0,15.0,15.0,41.0,29.0,56.0,14.0,10.0,7.0,40.9008923,-80.8567502
377,395166,389,"Truckee, CA",msa,CA,48.0,27.0,29.0,16.0,15.0,23.0,18.0,25.0,47.0,47.0,46.0,51.0,54.0,30.0,26.0,32.0,28.0,21.0,30.0,38.0,39.0,48.0,48.0,53.0,55.0,26.0,16.0,40.0,18.0,23.0,12.0,9.0,9.0,10.0,13.0,19.0,17.0,9.0,8.0,7.0,8.0,9.0,10.0,11.0,11.0,12.0,14.0,25.0,22.0,8.0,8.0,11.0,11.0,19.0,29.0,32.0,33.0,32.0,35.0,54.0,66.0,19.0,12.0,13.0,9.0,39.327962,-120.1832533
378,395080,390,"Sebring, FL",msa,FL,71.0,34.0,35.0,25.0,34.0,26.0,31.0,34.0,24.0,33.0,37.0,51.0,48.0,30.0,40.0,41.0,37.0,39.0,41.0,33.0,25.0,37.0,42.0,49.0,37.0,33.0,36.0,50.0,50.0,38.0,26.0,21.0,18.0,20.0,14.0,18.0,18.0,11.0,11.0,11.0,7.0,8.0,7.0,12.0,8.0,13.0,12.0,9.0,11.0,9.0,7.0,8.0,13.0,14.0,16.0,19.0,18.0,28.0,18.0,20.0,36.0,20.0,26.0,24.0,20.0,27.4957453,-81.4410425
379,394462,391,"Cheyenne, WY",msa,WY,36.0,16.0,16.0,14.0,13.0,20.0,20.0,22.0,23.0,37.0,30.0,40.0,37.0,12.0,8.0,15.0,11.0,8.0,8.0,9.0,11.0,18.0,28.0,24.0,24.0,12.0,10.0,11.0,11.0,11.0,13.0,11.0,14.0,16.0,14.0,13.0,7.0,4.0,5.0,5.0,4.0,5.0,5.0,6.0,8.0,7.0,10.0,13.0,7.0,5.0,4.0,4.0,5.0,7.0,15.0,17.0,19.0,16.0,32.0,39.0,44.0,19.0,20.0,15.0,13.0,41.139981,-104.820246
380,394689,392,"Hot Springs, AR",msa,AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,8.0,12.0,15.0,14.0,18.0,14.0,12.0,11.0,16.0,12.0,6.0,17.0,11.0,20.0,15.0,19.0,22.0,28.0,32.0,17.0,12.0,16.0,16.0,34.5038393,-93.0552437
381,394302,393,"Adrian, MI",msa,MI,41.0,71.0,24.0,13.0,11.0,16.0,21.0,17.0,34.0,36.0,39.0,72.0,57.0,54.0,53.0,38.0,23.0,22.0,28.0,19.0,38.0,34.0,30.0,52.0,41.0,19.0,30.0,40.0,14.0,17.0,17.0,13.0,14.0,10.0,17.0,15.0,29.0,7.0,5.0,5.0,5.0,6.0,7.0,26.0,26.0,37.0,35.0,33.0,38.0,15.0,10.0,15.0,18.0,21.0,20.0,26.0,25.0,29.0,32.0,42.0,70.0,27.0,16.0,24.0,16.0,41.8975152,-84.0373054
382,395090,394,"Shelby, NC",msa,NC,,,,,,,,,,,,,,,43.0,14.0,30.0,16.0,19.0,32.0,36.0,23.0,24.0,52.0,27.0,39.0,20.0,28.0,12.0,15.0,6.0,5.0,8.0,7.0,15.0,7.0,11.0,8.0,5.0,6.0,4.0,7.0,6.0,7.0,10.0,8.0,9.0,19.0,18.0,7.0,11.0,8.0,9.0,11.0,9.0,14.0,20.0,26.0,25.0,40.0,27.0,23.0,12.0,10.0,14.0,35.2923513,-81.5356463
383,394542,396,"Dubuque, IA",msa,IA,,,,,,,,,,,,,,,,29.0,17.0,17.0,17.0,32.0,28.0,24.0,37.0,49.0,60.0,40.0,13.0,30.0,27.0,24.0,9.0,19.0,21.0,12.0,16.0,18.0,8.0,15.0,6.0,9.0,5.0,5.0,9.0,13.0,22.0,8.0,12.0,22.0,13.0,5.0,6.0,6.0,6.0,6.0,11.0,8.0,8.0,12.0,16.0,28.0,13.0,9.0,6.0,6.0,6.0,42.5006243,-90.6647985
